feroxbuster -u http://metapress.htb -w /usr/share/wordlists/dirb/common.txt -t 200 -r

 ___  ___  __   __     __      __         __   ___
|__  |__  |__) |__) | /  `    /  \ \_/ | |  \ |__
|    |___ |  \ |  \ | \__,    \__/ / \ | |__/ |___
by Ben "epi" Risher 🤓                 ver: 2.11.0
───────────────────────────┬──────────────────────
 🎯  Target Url            │ http://metapress.htb
 🚀  Threads               │ 200
 📖  Wordlist              │ /usr/share/wordlists/dirb/common.txt
 👌  Status Codes          │ All Status Codes!
 💥  Timeout (secs)        │ 7
 🦡  User-Agent            │ feroxbuster/2.11.0
 💉  Config File           │ /home/pks/.config/feroxbuster/ferox-config.toml
 🔎  Extract Links         │ true
 🏁  HTTP methods          │ [GET]
 📍  Follow Redirects      │ true
 🔃  Recursion Depth       │ 4
───────────────────────────┴──────────────────────
 🏁  Press [ENTER] to use the Scan Management Menu™
──────────────────────────────────────────────────
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/Base
502      GET        7l       11w      157c http://metapress.htb/events/and
502      GET        7l       11w      157c http://metapress.htb/events/android
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/bar
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/jquery/2003
502      GET        7l       11w      157c http://metapress.htb/wp-admin/css/.rhosts
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/banners
403      GET        7l        9w      153c http://metapress.htb/wp-includes/js/jquery/
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/beehive
502      GET        7l       11w      157c http://metapress.htb/wp-admin/css/.cvs
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/jquery/.history
502      GET        7l       11w      157c http://metapress.htb/wp-admin/css/.config
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/benefits
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/jquery/.git/HEAD
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/dist/.bash_history
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/jquery/.hta
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/dist/_catalogs
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/jquery/.rhosts
502      GET        7l       11w      157c http://metapress.htb/wp-admin/css/.sh_history
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/jquery/2002
502      GET        7l       11w      157c http://metapress.htb/category/news/akeeba.backend.log
502      GET        7l       11w      157c http://metapress.htb/category/news/alert
502      GET        7l       11w      157c http://metapress.htb/category/news/alerts
502      GET        7l       11w      157c http://metapress.htb/category/news/affiche
502      GET        7l       11w      157c http://metapress.htb/category/news/alumni_details
502      GET        7l       11w      157c http://metapress.htb/category/news/agenda
502      GET        7l       11w      157c http://metapress.htb/category/news/alpha
502      GET        7l       11w      157c http://metapress.htb/category/news/anon
502      GET        7l       11w      157c http://metapress.htb/category/news/alumni
502      GET        7l       11w      157c http://metapress.htb/category/news/aff
502      GET        7l       11w      157c http://metapress.htb/category/news/amember
502      GET        7l       11w      157c http://metapress.htb/category/news/alarms
502      GET        7l       11w      157c http://metapress.htb/category/news/alias
502      GET        7l       11w      157c http://metapress.htb/category/news/annual
502      GET        7l       11w      157c http://metapress.htb/category/news/announce
502      GET        7l       11w      157c http://metapress.htb/category/news/and
502      GET        7l       11w      157c http://metapress.htb/category/news/analyse
502      GET        7l       11w      157c http://metapress.htb/category/news/alt
502      GET        7l       11w      157c http://metapress.htb/category/news/albums
502      GET        7l       11w      157c http://metapress.htb/changepw
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/404
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/42
502      GET        7l       11w      157c http://metapress.htb/backup2
502      GET        7l       11w      157c http://metapress.htb/category/news/album
502      GET        7l       11w      157c http://metapress.htb/category/news/all-wcprops
502      GET        7l       11w      157c http://metapress.htb/backdoor
502      GET        7l       11w      157c http://metapress.htb/category/news/anonymous
502      GET        7l       11w      157c http://metapress.htb/chpwd
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/403
502      GET        7l       11w      157c http://metapress.htb/backoffice
502      GET        7l       11w      157c http://metapress.htb/category/news/annuaire
502      GET        7l       11w      157c http://metapress.htb/checkpoint
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/5
502      GET        7l       11w      157c http://metapress.htb/category/news/all
502      GET        7l       11w      157c http://metapress.htb/category/news/announcements
502      GET        7l       11w      157c http://metapress.htb/category/news/anon_ftp
502      GET        7l       11w      157c http://metapress.htb/events/adminpanel
502      GET        7l       11w      157c http://metapress.htb/backend
502      GET        7l       11w      157c http://metapress.htb/back
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/2010
502      GET        7l       11w      157c http://metapress.htb/changepwd
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/25
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/articles
502      GET        7l       11w      157c http://metapress.htb/children
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/as
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/.svn/entries
502      GET        7l       11w      157c http://metapress.htb/cgiwrap
502      GET        7l       11w      157c http://metapress.htb/choosing
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/~test
502      GET        7l       11w      157c http://metapress.htb/events/acatalog
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/dist/aspx
502      GET        7l       11w      157c http://metapress.htb/events/ADMIN
502      GET        7l       11w      157c http://metapress.htb/child
502      GET        7l       11w      157c http://metapress.htb/events/administratoraccounts
502      GET        7l       11w      157c http://metapress.htb/events/admin.cgi
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/Archive
502      GET        7l       11w      157c http://metapress.htb/events/administrador
502      GET        7l       11w      157c http://metapress.htb/events/administr8
502      GET        7l       11w      157c http://metapress.htb/events/academics
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/archiv
502      GET        7l       11w      157c http://metapress.htb/events/ad
502      GET        7l       11w      157c http://metapress.htb/wp-includes/js/ascii
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/~mail
502      GET        7l       11w      157c http://metapress.htb/events/adminhelp
502      GET        7l       11w      157c http://metapress.htb/events/active
502      GET        7l       11w      157c http://metapress.htb/category/news/affiliate
502      GET        7l       11w      157c http://metapress.htb/category/news/advice
502      GET        7l       11w      157c http://metapress.htb/category/news/amanda
502      GET        7l       11w      157c http://metapress.htb/category/news/agent
502      GET        7l       11w      157c http://metapress.htb/category/news/am
502      GET        7l       11w      157c http://metapress.htb/category/news/analytics
502      GET        7l       11w      157c http://metapress.htb/category/news/alumni_add
502      GET        7l       11w      157c http://metapress.htb/category/news/analysis
502      GET        7l       11w      157c http://metapress.htb/category/news/advisories
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/2009
502      GET        7l       11w      157c http://metapress.htb/category/news/alarm
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/2g
502      GET        7l       11w      157c http://metapress.htb/events/admincontrol
502      GET        7l       11w      157c http://metapress.htb/wp-includes/css/arrow
502      GET        7l       11w      157c http://metapress.htb/events/accountants
502      GET        7l       11w      157c http://metapress.htb/events/admin_area
502      GET        7l       11w      157c http://metapress.htb/wp-admin/js/2011
502      GET        7l       11w      157c Auto-filtering found 404-like response and created new filter; toggle off with --dont-filter
404      GET        7l       11w      153c http://metapress.htb/feed/admin.php
404      GET        7l       11w      153c http://metapress.htb/wp-includes/js/dist/admin.php
404      GET        7l       11w      153c http://metapress.htb/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/hello-world/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/info.php
404      GET        7l       11w      153c http://metapress.htb/wp-includes/css/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/category/news/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/events/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/wp-includes/js/jquery/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/hello-world/index.php
404      GET        7l       11w      153c http://metapress.htb/wp-includes/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/category/news/index.php
404      GET        7l       11w      153c http://metapress.htb/wp-includes/css/index.php
404      GET        7l       11w      153c http://metapress.htb/wp-admin/css/favicon.ico
404      GET        7l       11w      153c http://metapress.htb/wp-includes/css/info.php
404      GET        7l       11w      153c http://metapress.htb/category/news/info.php
404      GET        7l       11w      153c http://metapress.htb/wp-includes/js/index.php
404      GET        7l       11w      153c http://metapress.htb/wp-includes/js/info.php
404      GET        7l       11w      153c http://metapress.htb/wp-includes/css/dist/info.php
404      GET        7l       11w      153c http://metapress.htb/feed/favicon.ico
